,Name,Screen,Res,Price,GPU,CPU,RAM,Memory,OS,Wifi,Seller,PC_url,Img_url
1371,HP Omen 17-cm2001nf,"Écran 17.3"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2599.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go),Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/hp-omen-17-cm2001nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/33430/hp-omen-17-w11-rgb-1.jpg
1372,HP 15s-eq2081nf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",579.95,AMD Radeon RX Vega 7,AMD Ryzen 5 5500U(6 coeurs 4.00 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/hp-15s-eq2081nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/33422/hp-15s-argent-w11-1.jpg
1373,HP 14s-dq0066nf,"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution HD 1366 x 768 pixels
(16/9)",233.95,Intel UHD Graphics 600,Intel Celeron N4020(2 coeurs 2.80 GHz),4 Go DDR4 - 2400 MHz,64 Go (eMMC),Windows 11 Famille (mode S),Wi-Fi 5 • Bluetooth 4.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/hp-14s-dq0066nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/33421/hp-14s-noir-w11-1.jpg
1374,MSI Modern 15 B12M-205FR,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",689.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-1255U(10 coeurs x 4.70 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/msi-modern-15-b12m-205fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33420/msi-modern-15-b12-tmp-noir-1.jpg
1375,HP 255 G9 (6F2K4EA),"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",519.0,AMD Radeon RX Vega 6,AMD Ryzen 3 5425U(4 coeurs 4.10 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 5 • Bluetooth 4.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/hp-255-g9-6f2k4ea.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/33419/hp-255-g9-1.jpg
1376,Asus ROG Zephyrus Duo 16 GX650PY-002W,"Écran 16.0"" LCD - IPS (mini-LED) (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",5799.95,Nvidia GeForce RTX 4090 (Mobile)(16 Go)Version : 2090 MHz / 175 W,AMD Ryzen 9 7945HX(16 coeurs 5.40 GHz),64 Go DDR5 - 4800 MHz,2 To (SSD M.2 PCI-e 4.0) + 2 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,LDLC,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-zephyrus-duo-16-gx650py-002w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33418/asus-rog-zephyrus-duo-16-gx650-1.jpg
1377,Razer Blade 15 Advanced - RZ09-0421EFD3-R3F1,"Écran 15.6"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",1699.99,Nvidia GeForce RTX 3060 Max-P(6 Go),Intel Core i7-12800H(14 coeurs 4.80 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/razer-blade-15-advanced-rz09-0421efd3-r3f1.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/razer/2023/33414/razer-blade-15-advanced-2021-1.jpg
1378,Acer Aspire 5 A515-45-R6FX,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",820.45,AMD Radeon RX Vega 8,AMD Ryzen 7 5700U(8 coeurs 4.30 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-5-a515-45-r6fx.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/33413/acer-aspire-5-a515-45-argent-1.jpg
1379,Asus ZenBook 14X OLED UX3404VC-M9057W,"Écran 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1499.99,Nvidia GeForce RTX 3050 Max-Q(4 Go),Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14x-oled-ux3404vc-m9057w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33412/asus-zenbook-14x-oled-ux3404-beige-1.jpg
1380,Asus TUF Gaming F15 FX506HC-HN057,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",749.99,Nvidia GeForce RTX 3050 Max-Q(4 Go),Intel Core i5-11400H(6 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f15-fx506hc-hn057.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33411/asus-tuf-gaming-a15b-1.jpg
1381,Razer Blade 18 - RZ09-0484SFH3-R3F1,"Écran 18.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3649.9,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2175 MHz / 140 W,Intel Core i9-13950HX(24 coeurs 5.50 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/razer-blade-18-rz09-0484sfh3-r3f1.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/razer/2023/33410/razer-blade-18-2023-1.jpg
1382,Asus TUF Gaming A15 TUF507RW-HN068W,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1089.99,Nvidia GeForce RTX 3070 Ti Max-P(8 Go),AMD Ryzen 7 6800HS(8 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-a15-tuf507rw-hn068w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33408/asus-tuf-gaming-a15-2022-red-1.jpg
1383,Asus TUF Gaming A17 TUF706QM-HX063,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1099.94,Nvidia GeForce RTX 3060 Max-Q(6 Go)Version : 1630 MHz / 95 W,AMD Ryzen 7 5800H(8 coeurs 4.45 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-a17-tuf706qm-hx063.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33407/asus-tuf-gaming-f17-2021-black-1.jpg
1384,MSI Summit E16 Flip Evo A13MT-234FR,"Écran tactile 16.0"" LCD - IPS 165 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1499.9,Intel Iris Xe Graphics (80 EU) - Raptor Lake,Intel Core i5-1340P(12 coeurs 4.60 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,Cybertek,https://www.comparez-malin.fr/informatique/pc-portable/msi-summit-e16-flip-evo-a13mt-234fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33406/msi-summit-e16-flip-evo-a13mt-black-1.jpg
1385,Acer Aspire 5 A515-57G-76XN,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",1424.05,Nvidia GeForce RTX 2050(4 Go),Intel Core i7-1260P(12 coeurs x 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.1,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-5-a515-57g-76xn.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/33404/acer-aspire-5-pro-a515-57-gris-1.jpg
1386,Acer Aspire 5 A515-57G-58Q2,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1234.05,Nvidia GeForce RTX 2050(4 Go),Intel Core i5-1240P(12 coeurs 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.1,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-5-a515-57g-58q2.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/33403/acer-aspire-5-pro-a515-57-gris-1.jpg
1387,Gigabyte AORUS 17H BXF-74FR554SH,"Écran 17.3"" LCD - IPS (anti-reflets) 360 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",2499.0,Nvidia GeForce RTX 4080 (Mobile)(12 Go)Version : 2010 MHz / 150 W,Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/gigabyte-aorus-17h-bxf-74fr554sh.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/gigabyte/2023/33398/gigabyte-aorus-17h-2023-1.jpg
1388,Asus Vivobook P16 P1600EA-MB150X,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",849.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 5 • Bluetooth 4.1,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-p16-p1600ea-mb150x.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33396/asus-vivobook-16-grey-1.jpg
1389,Asus Vivobook P16 P1600EA-MB151X,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",922.07,Intel Iris Xe Graphics (96 EU),Intel Core i7-1165G7(4 coeurs 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 5 • Bluetooth 4.1,Topbiz,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-p16-p1600ea-mb151x.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33395/asus-vivobook-16-grey-1.jpg
1390,MSI Prestige 14 Evo B13M-240FR,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1429.9,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Cybertek,https://www.comparez-malin.fr/informatique/pc-portable/msi-prestige-14-evo-b13m-240fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33393/msi-prestige-14-evo-b13m-1.jpg
1391,HP 255 G9 (5Y427EA),"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.9,AMD Radeon RX Vega 6,AMD Ryzen 3 5425U(4 coeurs 4.10 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/hp-255-g9-5y427ea.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/33388/hp-255-g9-1.jpg
1392,Asus Vivobook 16 R1600PA-MB038W,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",599.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-11300H(4 coeurs 4.40 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.1,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-16-r1600pa-mb038w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33382/asus-vivobook-16-grey-1.jpg
1393,Lenovo ThinkPad P14s Gen 3 (21J5000EFR),"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",749.0,AMD Radeon 680M,AMD Ryzen 7 Pro 6850H(8 coeurs 4.70 GHz),16 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6E • Bluetooth 5.1,Lenovo,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-p14s-gen-3-21j5000efr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/33381/lenovo-thinkpad-p14s-gen3-black-1.jpg
1394,Asus VivoBook S 16 Flip TN3604YA-MC004W,"Écran tactile 16.0"" LCD - IPS 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1049.95,AMD Radeon Vega 7,AMD Ryzen 5 7530U(6 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-s-16-flip-tn3604ya-mc004w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33380/asus-vivobook-s-16-flip-silver-1.jpg
1395,Asus Chromebook Vibe Flip 15 CX3401FBA-N90061,"Écran tactile 14.0"" LCD - IPS 144 Hz + stylet","Résolution Full HD 1920 x 1200 pixels
(16/10)",949.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.1,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-vibe-flip-15-cx3401fba-n90061.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33379/asus-chromebook-vibe-flip-15-cx34-1.jpg
1396,Asus ROG Flow X13 GV302XI-MU007W,"Écran tactile 13.4"" LCD - IPS 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2029.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 1280 MHz / 60 W,AMD Ryzen 9 7940HS(8 coeurs 5.20 GHz),32 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-flow-x13-gv302xi-mu007w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33376/asus-rog-flow-x13-gv302-1.jpg
1397,Asus ROG Flow X13 GV302XV-MU009W,"Écran tactile 13.4"" LCD - IPS 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1949.95,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 1520 MHz / 60 W,AMD Ryzen 9 7940HS(8 coeurs 5.20 GHz),16 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-flow-x13-gv302xv-mu009w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33368/asus-rog-flow-x13-gv302-1.jpg
1398,Asus Vivobook 16 S1605PA-MB121W,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",799.0,Intel Iris Xe Graphics (96 EU),Intel Core i7-11370H(4 coeurs 4.80 GHz),24 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-16-s1605pa-mb121w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33364/asus-vivobook-16-grey-1.jpg
1399,Asus TUF Gaming F17 TUF706HF-HX014,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.96,Nvidia GeForce RTX 2050(4 Go),Intel Core i5-11400H(6 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f17-tuf706hf-hx014.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33362/asus-tuf-gaming-f17-2021-black-1.jpg
1400,Asus VivoBook S 14 Flip TN3402QA-LZ215W,"Écran tactile 14.0"" LCD - IPS 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",949.94,AMD Radeon RX Vega 8,AMD Ryzen 5 5600H(6 coeurs 4.10 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.0,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-s-14-flip-tn3402qa-lz215w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33361/asus-vivobook-s-14-flip-tn3402-argent-1.jpg
1401,Lenovo ThinkBook 15 G4 IAP (21DJ00BUFR),"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",902.74,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.1,Inmac Wstore,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkbook-15-g4-iap-21dj00bufr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/33359/lenovo-thinkbook-15-g4-1.jpg
1402,Lenovo ThinkBook 15 G4 IAP (21DJ00BNFR),"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1149.95,Intel Iris Xe Graphics (96 EU),Intel Core i7-1255U(10 coeurs x 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkbook-15-g4-iap-21dj00bnfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/33358/lenovo-thinkbook-15-g4-1.jpg
1403,Asus R515EA-EJ2521W,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",533.87,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go DDR4 - 2400 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.1,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-r515ea-ej2521w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33355/asus-r515-argent-1.jpg
1404,Asus VivoBook 17X S1703ZA-AU073WS,"Écran 17.3"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-12500H(12 coeurs 4.50 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.0,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-17x-s1703za-au073ws.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33350/asus-vivobook-17x-2022-argent-1.jpg
1405,Asus TUF Gaming F15 (2023) TUF507ZU4-LP013W,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.0,Nvidia GeForce RTX 4050 (Mobile)(6 Go)Version : 2420 MHz / 140 W,Intel Core i7-12700H(14 coeurs 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f15-2023-tuf507zu4-lp013w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33346/asus-tuf-gaming-f15-2023-1.jpg
1406,Asus ROG Zephyrus G14 (2023) GA402XI-022W,"Écran 14.0"" LCD - IPS (mini-LED) (anti-reflets) 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2439.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2030 MHz / 125 W,AMD Ryzen 9 7940HS(8 coeurs 5.20 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-zephyrus-g14-2023-ga402xi-022w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33340/asus-rog-zephyrus-g14-grey-1.jpg
1407,Asus ROG Zephyrus M16 GU604VZ-032W,"Écran 16.0"" LCD - IPS (mini-LED) (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3499.99,Nvidia GeForce RTX 4080 (Mobile)(12 Go)Version : 1715 MHz / 145 W,Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-zephyrus-m16-gu604vz-032w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/33339/asus-rog-zephyrus-m16-2023-1.jpg
1408,Lenovo Legion 5 15ITH6H (82JH00LPFR),"Écran 15.6"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",989.99,Nvidia GeForce RTX 3060 Max-P(6 Go)Version : 1702 MHz / 130 W,Intel Core i5-11400H(6 coeurs 4.50 GHz),16 Go DDR4 - 2933 MHz,512 Go (SSD M.2 PCI-e 3.0),Sans système,Wi-Fi 6 • Bluetooth 5.1,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-legion-5-15ith6h-82jh00lpfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/33335/lenovo-legion-5-15-2021-backlight-1.jpg
1409,MSI Katana 15 B12VGK-243XFR,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 1980 MHz / 105 W,Intel Core i7-12650H(10 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/msi-katana-15-b12vgk-243xfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33332/msi-katana-15-b12-2023-1.jpg
1410,MSI Katana 15 B12VFK-245XFR,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1099.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2250 MHz / 105 W,Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/msi-katana-15-b12vfk-245xfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33331/msi-katana-15-b12-2023-1.jpg
1411,MSI Katana 17 B12VFK-228XFR,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1049.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2250 MHz / 105 W,Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/msi-katana-17-b12vfk-228xfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33330/msi-katana-17-b12-1.jpg
1412,MSI Katana 17 B12VFK-227XFR,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2250 MHz / 105 W,Intel Core i7-12650H(10 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/msi-katana-17-b12vfk-227xfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/33329/msi-katana-17-b12-1.jpg
