,Name,Screen,Res,Price,GPU,CPU,RAM,Memory,OS,Wifi,Seller,PC_url,Img_url
1861,HP 14s-dq0053nf,"Écran 14.0"" LCD - SVA (anti-reflets) 60 Hz","Résolution HD 1366 x 768 pixels
(16/9)",455.99,Intel UHD Graphics 600,Intel Celeron N4120(4 coeurs 2.60 GHz),8 Go DDR4 - 2400 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/hp-14s-dq0053nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2022/30793/hp-14s-noir-w11-1.jpg
1862,Acer Aspire 3 A315-35-P9N6,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",408.49,Intel UHD Graphics (32 EU),Intel Pentium Silver N6000(4 coeurs 3.30 GHz),4 Go DDR4 - 2933 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-35-p9n6.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30789/acer-aspire-3-a315-35-argent-1.jpg
1863,HP Pavilion 15-eg2045nf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.2,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-15-eg2045nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2022/30782/hp-pavilion-15-eh-argent-w11-2022-1.jpg
1864,Asus ZenBook 14X OLED UX5400EA-KN220W,"Écran tactile 14.0"" OLED 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1699.94,Intel Iris Xe Graphics (96 EU),Intel Core i7-1165G7(4 coeurs 4.70 GHz),16 Go LPDDR4X - 4266 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.0,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14x-oled-ux5400ea-kn220w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30737/asus-zenbook-14x-ux5400-pine-grey-1.jpg
1865,HP 15s-eq1046nf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution HD 1366 x 768 pixels
(16/9)",408.49,AMD Radeon RX Vega 2,AMD Athlon Silver 3050U(2 coeurs 3.20 GHz),4 Go DDR4 - 2400 MHz,128 Go (SSD M.2 SATA 3),Windows 11 Famille (mode S),Wi-Fi 5 • Bluetooth 4.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/hp-15s-eq1046nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2022/30724/hp-15s-argent-w11-1.jpg
1866,Acer ConceptD 5 Pro CN516-72P-798M,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD+ 3072 x 1920 pixels
(16/10)",4274.99,Nvidia RTX A5000(16 Go),Intel Core i7-11800H(8 coeurs 4.60 GHz),32 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-conceptd-5-pro-cn516-72p-798m.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30719/acer-conceptd-5-pro-cn516-72-noir-1.jpg
1867,Acer ConceptD 5 Pro CN516-72P-72P6,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD+ 3072 x 1920 pixels
(16/10)",3989.99,Nvidia RTX A5000(16 Go),Intel Core i7-11800H(8 coeurs 4.60 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-conceptd-5-pro-cn516-72p-72p6.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30718/acer-conceptd-5-pro-cn516-72-noir-1.jpg
1868,HP 17-cp0032nf,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",645.99,AMD Radeon RX Vega 7,AMD Ryzen 5 5500U(6 coeurs 4.00 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/hp-17-cp0032nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2022/30704/hp-laptop-17-2021-black-w11-1.jpg
1869,HP 17-cn0546nf,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",399.99,Intel UHD Graphics 600,Intel Celeron N4120(4 coeurs 2.60 GHz),8 Go DDR4 - 2400 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,Darty,https://www.comparez-malin.fr/informatique/pc-portable/hp-17-cn0546nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2022/30702/hp-laptop-17-2021-black-w11-1.jpg
1870,Lenovo ThinkPad L14 Gen 2 (20X100HYFR),"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1352.95,Intel Iris Xe Graphics (96 EU),Intel Core i7-1165G7(4 coeurs 4.70 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 10 Pro,Wi-Fi 6 • Bluetooth 5.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-l14-gen-2-20x100hyfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30694/lenovo-thinkpad-l14-gen1-1-1.jpg
1871,Microsoft Surface Laptop Go 2 - Intel Core i5 / 8 Go / 256 Go - Platine,"Écran tactile 12.4"" LCD - IPS 60 Hz","Résolution HD 1536 x 1024 pixels
(3/2)",869.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go LPDDR4X - 4266 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/microsoft-surface-laptop-go-2-intel-core-i5-8-go-256-go-platine.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/microsoft/2022/30682/microsoft-surface-laptop-go-2-platine-1.jpg
1872,Microsoft Surface Laptop Go 2 - Intel Core i5 / 8 Go / 128 Go - Platine,"Écran tactile 12.4"" LCD - IPS 60 Hz","Résolution HD 1536 x 1024 pixels
(3/2)",629.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go LPDDR4X - 4266 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/microsoft-surface-laptop-go-2-intel-core-i5-8-go-128-go-platine.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/microsoft/2022/30681/microsoft-surface-laptop-go-2-platine-1.jpg
1873,Microsoft Surface Laptop Go 2 - Intel Core i5 / 8 Go / 256 Go - Sable,"Écran tactile 12.4"" LCD - IPS 60 Hz","Résolution HD 1536 x 1024 pixels
(3/2)",782.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go LPDDR4X - 4266 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Microsoft Store,https://www.comparez-malin.fr/informatique/pc-portable/microsoft-surface-laptop-go-2-intel-core-i5-8-go-256-go-sable.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/microsoft/2022/30680/microsoft-surface-laptop-go-2-sable-1.jpg
1874,Microsoft Surface Laptop Go 2 - Intel Core i5 / 8 Go / 128 Go - Bleu Glacier,"Écran tactile 12.4"" LCD - IPS 60 Hz","Résolution HD 1536 x 1024 pixels
(3/2)",692.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go LPDDR4X - 4266 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Microsoft Store,https://www.comparez-malin.fr/informatique/pc-portable/microsoft-surface-laptop-go-2-intel-core-i5-8-go-128-go-bleu-glacier.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/microsoft/2022/30677/microsoft-surface-laptop-go-2-bleu-glacier-1.jpg
1875,Microsoft Surface Laptop Go 2 - Intel Core i5 / 8 Go / 256 Go - Vert Sauge,"Écran tactile 12.4"" LCD - IPS 60 Hz","Résolution HD 1536 x 1024 pixels
(3/2)",782.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go LPDDR4X - 4266 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Microsoft Store,https://www.comparez-malin.fr/informatique/pc-portable/microsoft-surface-laptop-go-2-intel-core-i5-8-go-256-go-vert-sauge.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/microsoft/2022/30676/microsoft-surface-laptop-go-2-vert-sauge-1.jpg
1876,Microsoft Surface Laptop Go 2 - Intel Core i5 / 8 Go / 128 Go - Vert Sauge,"Écran tactile 12.4"" LCD - IPS 60 Hz","Résolution HD 1536 x 1024 pixels
(3/2)",836.95,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go LPDDR4X - 4266 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/microsoft-surface-laptop-go-2-intel-core-i5-8-go-128-go-vert-sauge.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/microsoft/2022/30675/microsoft-surface-laptop-go-2-vert-sauge-1.jpg
1877,Asus ZenBook 17 Fold UX9702AA-MD007W,"Écran tactile 17.3"" OLED","Résolution QHD 2560 x 1920 pixels
(4/3)",4084.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-1250U(10 coeurs x 4.70 GHz),16 Go DDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/tablette/asus-zenbook-17-fold-ux9702aa-md007w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30670/asus-zenbook-17-fold-ux9702-1.jpg
1878,Packard Bell B114-33-C3N8,"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",299.99,Intel UHD Graphics (16 EU),Intel Celeron N4500(2 coeurs 2.80 GHz),4 Go DDR4 - 2400 MHz,128 Go (eMMC),Windows 11 Famille (mode S),Wi-Fi 5 • Bluetooth 5.0,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/packard-bell-b114-33-c3n8.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/packard-bell/2022/30669/packard-bell-b314-1.jpg
1879,Acer Swift X SFX16-51G-58GV,"Écran 16.1"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.95,Nvidia GeForce RTX 3050 Max-Q(4 Go)Version : 1500 MHz / 60 W,Intel Core i5-11320H(4 coeurs 4.50 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/acer-swift-x-sfx16-51g-58gv.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30655/acer-swift-3-sf316-2021-1.jpg
1880,Acer Swift 3 SF316-51-75VJ,"Écran 16.1"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",934.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-11370H(4 coeurs 4.80 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-swift-3-sf316-51-75vj.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30597/acer-swift-3-sf316-2021-1.jpg
1881,Acer Predator Helios 300 PH315-55-58FY,"Écran 15.6"" LCD - IPS (anti-reflets) 165 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1799.9,Nvidia GeForce RTX 3070 Ti Max-P(8 Go),Intel Core i5-12500H(12 coeurs 4.50 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/acer-predator-helios-300-ph315-55-58fy.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30591/acer-predator-helios-ph315-55-blk-1.jpg
1882,Asus TUF Gaming A15 TUF507RE-HN012W,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1499.95,Nvidia GeForce RTX 3050 Ti(4 Go)Version : 1695 MHz / 95 W,AMD Ryzen 7 6800H(8 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-a15-tuf507re-hn012w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30587/asus-tuf-gaming-a15-2022-red-1.jpg
1883,Lenovo IdeaPad 3 14ALC6 (82KT00PYFR),"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",749.99,AMD Radeon RX Vega 8,AMD Ryzen 7 5700U(8 coeurs 4.30 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,Darty,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-3-14alc6-82kt00pyfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30586/lenovo-ideapad-3-14-arctic-grey-1.jpg
1884,Asus ROG Flow X13 GV301RA-LJ059W,"Écran tactile 13.4"" LCD - IPS 120 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",2699.99,AMD Radeon RX 6850M XT(12 Go),AMD Ryzen 9 6900HS(8 coeurs 4.90 GHz),16 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-flow-x13-gv301ra-lj059w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30563/asus-rog-flow-x13-gv301-1.jpg
1885,Asus ZenBook 14X OLED UX5401 Space Edition,"Écran tactile 14.0"" OLED 90 Hz + stylet","Résolution QHD 2880 x 1800 pixels
(16/10)",1699.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-12700H(14 coeurs 4.70 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14x-oled-ux5401-space-edition.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30544/asus-zenbook-14x-oled-ux5401-space-edition-1.jpg
1886,Huawei MateBook D 15 2021 (53012QNJ),"Écran 15.6"" LCD - IPS 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",449.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Huawei,https://www.comparez-malin.fr/informatique/pc-portable/huawei-matebook-d-15-2021-53012qnj.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/huawei/2022/30525/huawei-matebook-d-15-2021-1.jpg
1887,Acer Chromebook Spin 513 CP513-1H-S64V,"Écran tactile 13.3"" LCD - IPS 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",541.49,Qualcomm Adreno 618,Qualcomm Snapdragon 7c (SC7180)(8 coeurs x 1.80 GHz),8 Go LPDDR4X - 2133 MHz,64 Go (eMMC),Chrome OS (Google),Wi-Fi 5 • Bluetooth 5.0,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/acer-chromebook-spin-513-cp513-1h-s64v.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30522/acer-chromebook-spin-513-gris-1.jpg
1888,Lenovo Yoga Slim 9 14IAP7 (82T0001MFR),"Écran tactile 14.0"" OLED 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",2673.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-1280P(14 coeurs 4.80 GHz),16 Go LPDDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-slim-9-14iap7-82t0001mfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30513/lenovo-yoga-slim-9-14-2022-1.jpg
1889,Acer Nitro 5 AN515-57-51VJ,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.0,Nvidia GeForce RTX 3050 Max-Q(4 Go)Version : 1500 MHz / 75 W,Intel Core i5-11400H(6 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an515-57-51vj.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30509/acer-nitro-5-an515-57-red-1.jpg
1890,Lenovo Yoga Slim 7 Pro 14IAP7 (82UT001RFR),"Écran 14.0"" LCD - IPS (anti-reflets) 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1699.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-1260P(12 coeurs x 4.70 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Darty,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-slim-7-pro-14iap7-82ut001rfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30508/lenovo-yoga-slim-7i-pro-2022-cloud-grey-1.jpg
1891,Lenovo IdeaPad Flex 5 14ALC05 (82HU00N8FR),"Écran tactile 14.0"" LCD - IPS 60 Hz + stylet","Résolution Full HD 1920 x 1080 pixels
(16/9)",978.49,AMD Radeon RX Vega 8,AMD Ryzen 7 5700U(8 coeurs 4.30 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.0,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-flex-5-14alc05-82hu00n8fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30498/lenovo-ideapad-flex-5-14-platinum-1.jpg
1892,Acer Nitro 5 AN517-55-74K4,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1889.9,Nvidia GeForce RTX 3070 Ti Max-P(8 Go)Version : 1510 MHz / 140 W,Intel Core i7-12700H(14 coeurs 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an517-55-74k4.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2022/30480/acer-nitro-5-an517-55-rgb-1.jpg
1893,Asus ROG STRIX G15 G513RW-HQ103W,"Écran 15.6"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2599.94,Nvidia GeForce RTX 3070 Ti Max-P(8 Go)Version : 1460 MHz / 150 W,AMD Ryzen 9 6900HX(8 coeurs 4.90 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-strix-g15-g513rw-hq103w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30450/asus-rog-strix-g15-g513-2022-wnp-1.jpg
1894,Lenovo IdeaPad 3 15ITL6 (82H802FNFR),"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",519.95,Intel UHD Graphics (48 EU) - Tiger Lake,Intel Core i3-1115G4(2 coeurs 4.10 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-3-15itl6-82h802fnfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30446/lenovo-ideapad-3-gen6-15-gris-arctique-1.jpg
1895,Asus P1500CMNS-EJ737XA,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",409.96,Intel UHD Graphics 605,Intel Pentium Silver N5030(4 coeurs 3.10 GHz),4 Go DDR4 - 2400 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 5 • Bluetooth 4.1,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-p1500cmns-ej737xa.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30429/asus-business-p1500-gris-1.jpg
1896,Asus ExpertBook B1 B1500CENT-BQ3011R,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",886.8,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 10 Pro,Wi-Fi 6 • Bluetooth 5.0,Inmac Wstore,https://www.comparez-malin.fr/informatique/pc-portable/asus-expertbook-b1-b1500cent-bq3011r.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2022/30425/asus-expertbook-b1-bleu-1.jpg
1897,Razer Blade 15 Advanced - RZ09-0421PFD3-R3F1,"Écran 15.6"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2399.99,Nvidia GeForce RTX 3080 Ti Max-Q(16 Go),Intel Core i7-12800H(14 coeurs 4.80 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/razer-blade-15-advanced-rz09-0421pfd3-r3f1.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/razer/2022/30418/razer-blade-15-advanced-2021-1.jpg
1898,"Samsung Galaxy Book2 Pro 15"" (NP950XED-KA5FR)","Écran 15.6"" Super AMOLED 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",849.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1240P(12 coeurs 4.40 GHz),8 Go LPDDR5 - 5200 MHz,256 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.1,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/samsung-galaxy-book2-pro-15-np950xed-ka5fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/samsung/2022/30403/samsung-galaxy-book-2-pro-15-graphite-1.jpg
1899,"Samsung Galaxy Book2 Pro 13"" (NP930XED-KA3FR)","Écran 13.3"" Super AMOLED 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1129.8,Intel Iris Xe Graphics (80 EU),Intel Core i5-1240P(12 coeurs 4.40 GHz),8 Go LPDDR5 - 5200 MHz,256 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.1,Topbiz,https://www.comparez-malin.fr/informatique/pc-portable/samsung-galaxy-book2-pro-13-np930xed-ka3fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/samsung/2022/30401/samsung-galaxy-book2-pro-13-graphite-1.jpg
1900,Razer Blade 17 - RZ09-0423NFC3-R3F2,"Écran 17.3"" LCD - IPS (anti-reflets) 360 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",3799.99,Nvidia GeForce RTX 3070 Ti Max-P(8 Go)Version : 1485 MHz / 150 W,Intel Core i7-12800H(14 coeurs 4.80 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/razer-blade-17-rz09-0423nfc3-r3f2.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/razer/2022/30400/razer-blade-17-2021-1.jpg
1901,HP 15s-fq0038nf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",299.0,Intel UHD Graphics 600,Intel Celeron N4020(2 coeurs 2.80 GHz),4 Go DDR4 - 2400 MHz,128 Go (SSD M.2 SATA 3),Windows 10 S,Wi-Fi 5 • Bluetooth 4.2,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/hp-15s-fq0038nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2022/30374/hp-laptop-15-gris-2020-1.jpg
1902,Lenovo ThinkBook 16p G2 ACH (20YM003EFR),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2524.37,Nvidia GeForce RTX 3060 Max-Q(6 Go)Version : 1282 MHz / 75 W,AMD Ryzen 7 5800H(8 coeurs 4.45 GHz),16 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkbook-16p-g2-ach-20ym003efr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2022/30365/lenovo-thinkbook-16p-g2-1.jpg
